county,year_month,organism,drug,n_tested,n_susceptible,pct_susceptible
Salt Lake,2025-01,Haemophilus influenzae,Doxycycline,37,32,86.5
Salt Lake,2025-01,Klebsiella pneumoniae,Amoxicillin-Clavulanate,186,131,70.4
Salt Lake,2025-01,Klebsiella pneumoniae,Ceftriaxone,186,145,78.0
Salt Lake,2025-01,Klebsiella pneumoniae,Ciprofloxacin,186,138,74.2
Salt Lake,2025-01,Klebsiella pneumoniae,Ertapenem,186,173,93.0
Salt Lake,2025-01,Klebsiella pneumoniae,Nitrofurantoin,186,61,32.8
Salt Lake,2025-01,MRSA,Clindamycin,107,64,59.8
Salt Lake,2025-01,MRSA,Doxycycline,107,91,85.0
Salt Lake,2025-01,MRSA,Linezolid,107,102,95.3
Salt Lake,2025-01,MRSA,TMP-SMX,107,91,85.0
Salt Lake,2025-01,MRSA,Vancomycin,107,96,89.7
Salt Lake,2025-01,Pseudomonas aeruginosa,Cefepime,178,153,86.0
Salt Lake,2025-01,Pseudomonas aeruginosa,Ceftazidime,178,144,80.9
Salt Lake,2025-01,Pseudomonas aeruginosa,Ciprofloxacin,178,134,75.3
Salt Lake,2025-01,Pseudomonas aeruginosa,Meropenem,178,141,79.2
Salt Lake,2025-01,Pseudomonas aeruginosa,Piperacillin-Tazobactam,178,144,80.9
Salt Lake,2025-01,Staphylococcus aureus,Cephalexin,169,158,93.5
Salt Lake,2025-01,Staphylococcus aureus,Clindamycin,169,134,79.3
Salt Lake,2025-01,Staphylococcus aureus,Doxycycline,169,150,88.8
Salt Lake,2025-01,Staphylococcus aureus,Oxacillin,169,160,94.7
Salt Lake,2025-01,Staphylococcus aureus,TMP-SMX,169,152,89.9
Salt Lake,2025-01,Staphylococcus aureus,Vancomycin,169,158,93.5
Salt Lake,2025-01,Streptococcus pneumoniae,Amoxicillin,63,47,74.6
Salt Lake,2025-01,Streptococcus pneumoniae,Azithromycin,63,33,52.4
Salt Lake,2025-01,Streptococcus pneumoniae,Ceftriaxone,63,52,82.5
Salt Lake,2025-01,Streptococcus pneumoniae,Doxycycline,63,52,82.5
Salt Lake,2025-01,Streptococcus pneumoniae,Levofloxacin,63,56,88.9
Salt Lake,2025-01,Streptococcus pneumoniae,Penicillin,63,42,66.7
Salt Lake,2025-02,Enterococcus species,Ampicillin,136,95,69.9
Salt Lake,2025-02,Enterococcus species,Linezolid,136,127,93.4
Salt Lake,2025-02,Enterococcus species,Nitrofurantoin,136,101,74.3
Salt Lake,2025-02,Enterococcus species,Vancomycin,136,102,75.0
Salt Lake,2025-02,Escherichia coli,Amoxicillin-Clavulanate,663,404,60.9
Salt Lake,2025-02,Escherichia coli,Ampicillin,663,276,41.6
Salt Lake,2025-02,Escherichia coli,Ceftriaxone,663,573,86.4
Salt Lake,2025-02,Escherichia coli,Ciprofloxacin,663,443,66.8
Salt Lake,2025-02,Escherichia coli,Fosfomycin,663,605,91.3
Salt Lake,2025-02,Escherichia coli,Nitrofurantoin,663,587,88.5
Salt Lake,2025-02,Escherichia coli,TMP-SMX,663,463,69.8
Salt Lake,2025-02,Haemophilus influenzae,Amoxicillin,52,35,67.3
Salt Lake,2025-02,Haemophilus influenzae,Amoxicillin-Clavulanate,52,51,98.1
Salt Lake,2025-02,Haemophilus influenzae,Azithromycin,52,40,76.9
Salt Lake,2025-02,Haemophilus influenzae,Ceftriaxone,52,47,90.4
Salt Lake,2025-02,Haemophilus influenzae,Doxycycline,52,44,84.6
Salt Lake,2025-02,Klebsiella pneumoniae,Amoxicillin-Clavulanate,190,131,68.9
Salt Lake,2025-02,Klebsiella pneumoniae,Ceftriaxone,190,155,81.6
Salt Lake,2025-02,Klebsiella pneumoniae,Ciprofloxacin,190,144,75.8
Salt Lake,2025-02,Klebsiella pneumoniae,Ertapenem,190,172,90.5
Salt Lake,2025-02,Klebsiella pneumoniae,Nitrofurantoin,190,67,35.3
Salt Lake,2025-02,MRSA,Clindamycin,109,61,56.0
Salt Lake,2025-02,MRSA,Doxycycline,109,98,89.9
Salt Lake,2025-02,MRSA,Linezolid,109,104,95.4
Salt Lake,2025-02,MRSA,TMP-SMX,109,96,88.1
Salt Lake,2025-02,MRSA,Vancomycin,109,104,95.4
Salt Lake,2025-02,Pseudomonas aeruginosa,Cefepime,164,120,73.2
Salt Lake,2025-02,Pseudomonas aeruginosa,Ceftazidime,164,135,82.3
Salt Lake,2025-02,Pseudomonas aeruginosa,Ciprofloxacin,164,115,70.1
Salt Lake,2025-02,Pseudomonas aeruginosa,Meropenem,164,132,80.5
Salt Lake,2025-02,Pseudomonas aeruginosa,Piperacillin-Tazobactam,164,135,82.3
Salt Lake,2025-02,Staphylococcus aureus,Cephalexin,188,173,92.0
Salt Lake,2025-02,Staphylococcus aureus,Clindamycin,188,135,71.8
Salt Lake,2025-02,Staphylococcus aureus,Doxycycline,188,163,86.7
Salt Lake,2025-02,Staphylococcus aureus,Oxacillin,188,168,89.4
Salt Lake,2025-02,Staphylococcus aureus,TMP-SMX,188,167,88.8
Salt Lake,2025-02,Staphylococcus aureus,Vancomycin,188,173,92.0
Salt Lake,2025-02,Streptococcus pneumoniae,Amoxicillin,66,54,81.8
Salt Lake,2025-02,Streptococcus pneumoniae,Azithromycin,66,39,59.1
Salt Lake,2025-02,Streptococcus pneumoniae,Ceftriaxone,66,56,84.8
Salt Lake,2025-02,Streptococcus pneumoniae,Doxycycline,66,58,87.9
Salt Lake,2025-02,Streptococcus pneumoniae,Levofloxacin,66,62,93.9
Salt Lake,2025-02,Streptococcus pneumoniae,Penicillin,66,48,72.7
Salt Lake,2025-03,Enterococcus species,Ampicillin,147,103,70.1
Salt Lake,2025-03,Enterococcus species,Linezolid,147,136,92.5
Salt Lake,2025-03,Enterococcus species,Nitrofurantoin,147,107,72.8
Salt Lake,2025-03,Enterococcus species,Vancomycin,147,107,72.8
Salt Lake,2025-03,Escherichia coli,Amoxicillin-Clavulanate,636,386,60.7
Salt Lake,2025-03,Escherichia coli,Ampicillin,636,276,43.4
Salt Lake,2025-03,Escherichia coli,Ceftriaxone,636,530,83.3
Salt Lake,2025-03,Escherichia coli,Ciprofloxacin,636,426,67.0
Salt Lake,2025-03,Escherichia coli,Fosfomycin,636,567,89.2
Salt Lake,2025-03,Escherichia coli,Nitrofurantoin,636,563,88.5
Salt Lake,2025-03,Escherichia coli,TMP-SMX,636,447,70.3
Salt Lake,2025-03,Haemophilus influenzae,Amoxicillin,43,27,62.8
Salt Lake,2025-03,Haemophilus influenzae,Amoxicillin-Clavulanate,43,37,86.0
Salt Lake,2025-03,Haemophilus influenzae,Azithromycin,43,33,76.7
Salt Lake,2025-03,Haemophilus influenzae,Ceftriaxone,43,38,88.4
Salt Lake,2025-03,Haemophilus influenzae,Doxycycline,43,41,95.3
Salt Lake,2025-03,Klebsiella pneumoniae,Amoxicillin-Clavulanate,198,143,72.2
Salt Lake,2025-03,Klebsiella pneumoniae,Ceftriaxone,198,162,81.8
Salt Lake,2025-03,Klebsiella pneumoniae,Ciprofloxacin,198,153,77.3
Salt Lake,2025-03,Klebsiella pneumoniae,Ertapenem,198,176,88.9
Salt Lake,2025-03,Klebsiella pneumoniae,Nitrofurantoin,198,68,34.3
Salt Lake,2025-03,MRSA,Clindamycin,126,76,60.3
Salt Lake,2025-03,MRSA,Doxycycline,126,107,84.9
Salt Lake,2025-03,MRSA,Linezolid,126,125,99.2
Salt Lake,2025-03,MRSA,TMP-SMX,126,106,84.1
Salt Lake,2025-03,MRSA,Vancomycin,126,118,93.7
Salt Lake,2025-03,Pseudomonas aeruginosa,Cefepime,181,138,76.2
Salt Lake,2025-03,Pseudomonas aeruginosa,Ceftazidime,181,154,85.1
Salt Lake,2025-03,Pseudomonas aeruginosa,Ciprofloxacin,181,123,68.0
Salt Lake,2025-03,Pseudomonas aeruginosa,Meropenem,181,135,74.6
Salt Lake,2025-03,Pseudomonas aeruginosa,Piperacillin-Tazobactam,181,146,80.7
Salt Lake,2025-03,Staphylococcus aureus,Cephalexin,181,173,95.6
Salt Lake,2025-03,Staphylococcus aureus,Clindamycin,181,144,79.6
Salt Lake,2025-03,Staphylococcus aureus,Doxycycline,181,166,91.7
Salt Lake,2025-03,Staphylococcus aureus,Oxacillin,181,167,92.3
Salt Lake,2025-03,Staphylococcus aureus,TMP-SMX,181,169,93.4
Salt Lake,2025-03,Staphylococcus aureus,Vancomycin,181,176,97.2
Salt Lake,2025-03,Streptococcus pneumoniae,Amoxicillin,52,45,86.5
Salt Lake,2025-03,Streptococcus pneumoniae,Azithromycin,52,32,61.5
Salt Lake,2025-03,Streptococcus pneumoniae,Ceftriaxone,52,47,90.4
Salt Lake,2025-03,Streptococcus pneumoniae,Doxycycline,52,37,71.2
Salt Lake,2025-03,Streptococcus pneumoniae,Levofloxacin,52,43,82.7
Salt Lake,2025-03,Streptococcus pneumoniae,Penicillin,52,40,76.9
Salt Lake,2025-04,Enterococcus species,Ampicillin,143,96,67.1
Salt Lake,2025-04,Enterococcus species,Linezolid,143,137,95.8
Salt Lake,2025-04,Enterococcus species,Nitrofurantoin,143,117,81.8
Salt Lake,2025-04,Enterococcus species,Vancomycin,143,109,76.2
Salt Lake,2025-04,Escherichia coli,Amoxicillin-Clavulanate,605,405,66.9
Salt Lake,2025-04,Escherichia coli,Ampicillin,605,245,40.5
Salt Lake,2025-04,Escherichia coli,Ceftriaxone,605,508,84.0
Salt Lake,2025-04,Escherichia coli,Ciprofloxacin,605,417,68.9
Salt Lake,2025-04,Escherichia coli,Fosfomycin,605,539,89.1
Salt Lake,2025-04,Escherichia coli,Nitrofurantoin,605,531,87.8
Salt Lake,2025-04,Escherichia coli,TMP-SMX,605,414,68.4
Salt Lake,2025-04,Haemophilus influenzae,Amoxicillin,28,19,67.9
Salt Lake,2025-04,Haemophilus influenzae,Amoxicillin-Clavulanate,28,25,89.3
Salt Lake,2025-04,Haemophilus influenzae,Azithromycin,28,20,71.4
Salt Lake,2025-04,Haemophilus influenzae,Ceftriaxone,28,25,89.3
Salt Lake,2025-04,Haemophilus influenzae,Doxycycline,28,26,92.9
Salt Lake,2025-04,Klebsiella pneumoniae,Amoxicillin-Clavulanate,185,121,65.4
Salt Lake,2025-04,Klebsiella pneumoniae,Ceftriaxone,185,150,81.1
Salt Lake,2025-04,Klebsiella pneumoniae,Ciprofloxacin,185,136,73.5
Salt Lake,2025-04,Klebsiella pneumoniae,Ertapenem,185,167,90.3
Salt Lake,2025-04,Klebsiella pneumoniae,Nitrofurantoin,185,69,37.3
Salt Lake,2025-04,MRSA,Clindamycin,98,63,64.3
Salt Lake,2025-04,MRSA,Doxycycline,98,88,89.8
Salt Lake,2025-04,MRSA,Linezolid,98,91,92.9
Salt Lake,2025-04,MRSA,TMP-SMX,98,89,90.8
Salt Lake,2025-04,MRSA,Vancomycin,98,93,94.9
Salt Lake,2025-04,Pseudomonas aeruginosa,Cefepime,163,121,74.2
Salt Lake,2025-04,Pseudomonas aeruginosa,Ceftazidime,163,139,85.3
Salt Lake,2025-04,Pseudomonas aeruginosa,Ciprofloxacin,163,111,68.1
Salt Lake,2025-04,Pseudomonas aeruginosa,Meropenem,163,127,77.9
Salt Lake,2025-04,Pseudomonas aeruginosa,Piperacillin-Tazobactam,163,133,81.6
Salt Lake,2025-04,Staphylococcus aureus,Cephalexin,173,160,92.5
Salt Lake,2025-04,Staphylococcus aureus,Clindamycin,173,139,80.3
Salt Lake,2025-04,Staphylococcus aureus,Doxycycline,173,156,90.2
Salt Lake,2025-04,Staphylococcus aureus,Oxacillin,173,159,91.9
Salt Lake,2025-04,Staphylococcus aureus,TMP-SMX,173,159,91.9
Salt Lake,2025-04,Staphylococcus aureus,Vancomycin,173,160,92.5
Salt Lake,2025-04,Streptococcus pneumoniae,Amoxicillin,54,45,83.3
Salt Lake,2025-04,Streptococcus pneumoniae,Azithromycin,54,29,53.7
Salt Lake,2025-04,Streptococcus pneumoniae,Ceftriaxone,54,46,85.2
Salt Lake,2025-04,Streptococcus pneumoniae,Doxycycline,54,45,83.3
Salt Lake,2025-04,Streptococcus pneumoniae,Levofloxacin,54,49,90.7
Salt Lake,2025-04,Streptococcus pneumoniae,Penicillin,54,46,85.2
Salt Lake,2025-05,Enterococcus species,Ampicillin,128,84,65.6
Salt Lake,2025-05,Enterococcus species,Linezolid,128,123,96.1
Salt Lake,2025-05,Enterococcus species,Nitrofurantoin,128,104,81.2
Salt Lake,2025-05,Enterococcus species,Vancomycin,128,109,85.2
Salt Lake,2025-05,Escherichia coli,Amoxicillin-Clavulanate,558,337,60.4
Salt Lake,2025-05,Escherichia coli,Ampicillin,558,204,36.6
Salt Lake,2025-05,Escherichia coli,Ceftriaxone,558,471,84.4
Salt Lake,2025-05,Escherichia coli,Ciprofloxacin,558,361,64.7
Salt Lake,2025-05,Escherichia coli,Fosfomycin,558,501,89.8
Salt Lake,2025-05,Escherichia coli,Nitrofurantoin,558,480,86.0
Salt Lake,2025-05,Escherichia coli,TMP-SMX,558,402,72.0
Salt Lake,2025-05,Haemophilus influenzae,Amoxicillin,32,22,68.8
Salt Lake,2025-05,Haemophilus influenzae,Amoxicillin-Clavulanate,32,29,90.6
Salt Lake,2025-05,Haemophilus influenzae,Azithromycin,32,26,81.2
Salt Lake,2025-05,Haemophilus influenzae,Ceftriaxone,32,30,93.8
Salt Lake,2025-05,Haemophilus influenzae,Doxycycline,32,32,100.0
Salt Lake,2025-05,Klebsiella pneumoniae,Amoxicillin-Clavulanate,159,110,69.2
Salt Lake,2025-05,Klebsiella pneumoniae,Ceftriaxone,159,123,77.4
Salt Lake,2025-05,Klebsiella pneumoniae,Ciprofloxacin,159,132,83.0
Salt Lake,2025-05,Klebsiella pneumoniae,Ertapenem,159,149,93.7
Salt Lake,2025-05,Klebsiella pneumoniae,Nitrofurantoin,159,59,37.1
Salt Lake,2025-05,MRSA,Clindamycin,111,72,64.9
Salt Lake,2025-05,MRSA,Doxycycline,111,98,88.3
Salt Lake,2025-05,MRSA,Linezolid,111,104,93.7
Salt Lake,2025-05,MRSA,TMP-SMX,111,85,76.6
Salt Lake,2025-05,MRSA,Vancomycin,111,101,91.0
Salt Lake,2025-05,Pseudomonas aeruginosa,Cefepime,130,102,78.5
Salt Lake,2025-05,Pseudomonas aeruginosa,Ceftazidime,130,101,77.7
Salt Lake,2025-05,Pseudomonas aeruginosa,Ciprofloxacin,130,98,75.4
Salt Lake,2025-05,Pseudomonas aeruginosa,Meropenem,130,104,80.0
Salt Lake,2025-05,Pseudomonas aeruginosa,Piperacillin-Tazobactam,130,99,76.2
Salt Lake,2025-05,Staphylococcus aureus,Cephalexin,142,134,94.4
Salt Lake,2025-05,Staphylococcus aureus,Clindamycin,142,105,73.9
Salt Lake,2025-05,Staphylococcus aureus,Doxycycline,142,124,87.3
Salt Lake,2025-05,Staphylococcus aureus,Oxacillin,142,134,94.4
Salt Lake,2025-05,Staphylococcus aureus,TMP-SMX,142,128,90.1
Salt Lake,2025-05,Staphylococcus aureus,Vancomycin,142,134,94.4
Salt Lake,2025-05,Streptococcus pneumoniae,Amoxicillin,34,32,94.1
Salt Lake,2025-05,Streptococcus pneumoniae,Azithromycin,34,24,70.6
Salt Lake,2025-05,Streptococcus pneumoniae,Ceftriaxone,34,32,94.1
Salt Lake,2025-05,Streptococcus pneumoniae,Doxycycline,34,30,88.2
Salt Lake,2025-05,Streptococcus pneumoniae,Levofloxacin,34,31,91.2
Salt Lake,2025-05,Streptococcus pneumoniae,Penicillin,34,25,73.5
Salt Lake,2025-06,Enterococcus species,Ampicillin,127,84,66.1
Salt Lake,2025-06,Enterococcus species,Linezolid,127,120,94.5
Salt Lake,2025-06,Enterococcus species,Nitrofurantoin,127,98,77.2
Salt Lake,2025-06,Enterococcus species,Vancomycin,127,97,76.4
Salt Lake,2025-06,Escherichia coli,Amoxicillin-Clavulanate,572,364,63.6
Salt Lake,2025-06,Escherichia coli,Ampicillin,572,221,38.6
Salt Lake,2025-06,Escherichia coli,Ceftriaxone,572,493,86.2
Salt Lake,2025-06,Escherichia coli,Ciprofloxacin,572,404,70.6
Salt Lake,2025-06,Escherichia coli,Fosfomycin,572,523,91.4
Salt Lake,2025-06,Escherichia coli,Nitrofurantoin,572,512,89.5
Salt Lake,2025-06,Escherichia coli,TMP-SMX,572,390,68.2
Salt Lake,2025-06,Haemophilus influenzae,Amoxicillin,29,22,75.9
Salt Lake,2025-06,Haemophilus influenzae,Amoxicillin-Clavulanate,29,25,86.2
Salt Lake,2025-06,Haemophilus influenzae,Azithromycin,29,22,75.9
Salt Lake,2025-06,Haemophilus influenzae,Ceftriaxone,29,23,79.3
Salt Lake,2025-06,Haemophilus influenzae,Doxycycline,29,23,79.3
Salt Lake,2025-06,Klebsiella pneumoniae,Amoxicillin-Clavulanate,142,103,72.5
Salt Lake,2025-06,Klebsiella pneumoniae,Ceftriaxone,142,103,72.5
Salt Lake,2025-06,Klebsiella pneumoniae,Ciprofloxacin,142,116,81.7
Salt Lake,2025-06,Klebsiella pneumoniae,Ertapenem,142,131,92.3
Salt Lake,2025-06,Klebsiella pneumoniae,Nitrofurantoin,142,39,27.5
Salt Lake,2025-06,MRSA,Clindamycin,108,65,60.2
Salt Lake,2025-06,MRSA,Doxycycline,108,96,88.9
Salt Lake,2025-06,MRSA,Linezolid,108,102,94.4
Salt Lake,2025-06,MRSA,TMP-SMX,108,93,86.1
Salt Lake,2025-06,MRSA,Vancomycin,108,100,92.6
Salt Lake,2025-06,Pseudomonas aeruginosa,Cefepime,140,108,77.1
Salt Lake,2025-06,Pseudomonas aeruginosa,Ceftazidime,140,109,77.9
Salt Lake,2025-06,Pseudomonas aeruginosa,Ciprofloxacin,140,106,75.7
Salt Lake,2025-06,Pseudomonas aeruginosa,Meropenem,140,107,76.4
Salt Lake,2025-06,Pseudomonas aeruginosa,Piperacillin-Tazobactam,140,114,81.4
Salt Lake,2025-06,Staphylococcus aureus,Cephalexin,139,128,92.1
Salt Lake,2025-06,Staphylococcus aureus,Clindamycin,139,107,77.0
Salt Lake,2025-06,Staphylococcus aureus,Doxycycline,139,122,87.8
Salt Lake,2025-06,Staphylococcus aureus,Oxacillin,139,135,97.1
Salt Lake,2025-06,Staphylococcus aureus,TMP-SMX,139,127,91.4
Salt Lake,2025-06,Staphylococcus aureus,Vancomycin,139,129,92.8
Salt Lake,2025-06,Streptococcus pneumoniae,Amoxicillin,43,37,86.0
Salt Lake,2025-06,Streptococcus pneumoniae,Azithromycin,43,28,65.1
Salt Lake,2025-06,Streptococcus pneumoniae,Ceftriaxone,43,37,86.0
Salt Lake,2025-06,Streptococcus pneumoniae,Doxycycline,43,33,76.7
Salt Lake,2025-06,Streptococcus pneumoniae,Levofloxacin,43,40,93.0
Salt Lake,2025-06,Streptococcus pneumoniae,Penicillin,43,38,88.4
Salt Lake,2025-07,Enterococcus species,Ampicillin,118,66,55.9
Salt Lake,2025-07,Enterococcus species,Linezolid,118,113,95.8
Salt Lake,2025-07,Enterococcus species,Nitrofurantoin,118,90,76.3
Salt Lake,2025-07,Enterococcus species,Vancomycin,118,94,79.7
Salt Lake,2025-07,Escherichia coli,Amoxicillin-Clavulanate,588,374,63.6
Salt Lake,2025-07,Escherichia coli,Ampicillin,588,240,40.8
Salt Lake,2025-07,Escherichia coli,Ceftriaxone,588,490,83.3
Salt Lake,2025-07,Escherichia coli,Ciprofloxacin,588,400,68.0
Salt Lake,2025-07,Escherichia coli,Fosfomycin,588,542,92.2
Salt Lake,2025-07,Escherichia coli,Nitrofurantoin,588,522,88.8
Salt Lake,2025-07,Escherichia coli,TMP-SMX,588,411,69.9
Salt Lake,2025-07,Haemophilus influenzae,Amoxicillin,19,11,57.9
Salt Lake,2025-07,Haemophilus influenzae,Amoxicillin-Clavulanate,19,18,94.7
Salt Lake,2025-07,Haemophilus influenzae,Azithromycin,19,16,84.2
Salt Lake,2025-07,Haemophilus influenzae,Ceftriaxone,19,17,89.5
Salt Lake,2025-07,Haemophilus influenzae,Doxycycline,19,15,78.9
Salt Lake,2025-07,Klebsiella pneumoniae,Amoxicillin-Clavulanate,160,123,76.9
Salt Lake,2025-07,Klebsiella pneumoniae,Ceftriaxone,160,127,79.4
Salt Lake,2025-07,Klebsiella pneumoniae,Ciprofloxacin,160,123,76.9
Salt Lake,2025-07,Klebsiella pneumoniae,Ertapenem,160,145,90.6
Salt Lake,2025-07,Klebsiella pneumoniae,Nitrofurantoin,160,59,36.9
Salt Lake,2025-07,MRSA,Clindamycin,111,64,57.7
Salt Lake,2025-07,MRSA,Doxycycline,111,96,86.5
Salt Lake,2025-07,MRSA,Linezolid,111,105,94.6
Salt Lake,2025-07,MRSA,TMP-SMX,111,95,85.6
Salt Lake,2025-07,MRSA,Vancomycin,111,108,97.3
Salt Lake,2025-07,Pseudomonas aeruginosa,Cefepime,106,83,78.3
Salt Lake,2025-07,Pseudomonas aeruginosa,Ceftazidime,106,88,83.0
Salt Lake,2025-07,Pseudomonas aeruginosa,Ciprofloxacin,106,78,73.6
Salt Lake,2025-07,Pseudomonas aeruginosa,Meropenem,106,81,76.4
Salt Lake,2025-07,Pseudomonas aeruginosa,Piperacillin-Tazobactam,106,79,74.5
Salt Lake,2025-07,Staphylococcus aureus,Cephalexin,153,141,92.2
Salt Lake,2025-07,Staphylococcus aureus,Clindamycin,153,111,72.5
Salt Lake,2025-07,Staphylococcus aureus,Doxycycline,153,137,89.5
Salt Lake,2025-07,Staphylococcus aureus,Oxacillin,153,140,91.5
Salt Lake,2025-07,Staphylococcus aureus,TMP-SMX,153,137,89.5
Salt Lake,2025-07,Staphylococcus aureus,Vancomycin,153,141,92.2
Salt Lake,2025-07,Streptococcus pneumoniae,Amoxicillin,33,27,81.8
Salt Lake,2025-07,Streptococcus pneumoniae,Azithromycin,33,17,51.5
Salt Lake,2025-07,Streptococcus pneumoniae,Ceftriaxone,33,31,93.9
Salt Lake,2025-07,Streptococcus pneumoniae,Doxycycline,33,27,81.8
Salt Lake,2025-07,Streptococcus pneumoniae,Levofloxacin,33,31,93.9
Salt Lake,2025-07,Streptococcus pneumoniae,Penicillin,33,23,69.7
Salt Lake,2025-08,Enterococcus species,Ampicillin,133,76,57.1
Salt Lake,2025-08,Enterococcus species,Linezolid,133,120,90.2
Salt Lake,2025-08,Enterococcus species,Nitrofurantoin,133,99,74.4
Salt Lake,2025-08,Enterococcus species,Vancomycin,133,107,80.5
Salt Lake,2025-08,Escherichia coli,Amoxicillin-Clavulanate,568,354,62.3
Salt Lake,2025-08,Escherichia coli,Ampicillin,568,218,38.4
Salt Lake,2025-08,Escherichia coli,Ceftriaxone,568,476,83.8
Salt Lake,2025-08,Escherichia coli,Ciprofloxacin,568,374,65.8
Salt Lake,2025-08,Escherichia coli,Fosfomycin,568,508,89.4
Salt Lake,2025-08,Escherichia coli,Nitrofurantoin,568,501,88.2
Salt Lake,2025-08,Escherichia coli,TMP-SMX,568,422,74.3
Salt Lake,2025-08,Haemophilus influenzae,Amoxicillin,35,18,51.4
Salt Lake,2025-08,Haemophilus influenzae,Amoxicillin-Clavulanate,35,29,82.9
Salt Lake,2025-08,Haemophilus influenzae,Azithromycin,35,28,80.0
Salt Lake,2025-08,Haemophilus influenzae,Ceftriaxone,35,32,91.4
Salt Lake,2025-08,Haemophilus influenzae,Doxycycline,35,30,85.7
Salt Lake,2025-08,Klebsiella pneumoniae,Amoxicillin-Clavulanate,166,124,74.7
Salt Lake,2025-08,Klebsiella pneumoniae,Ceftriaxone,166,124,74.7
Salt Lake,2025-08,Klebsiella pneumoniae,Ciprofloxacin,166,129,77.7
Salt Lake,2025-08,Klebsiella pneumoniae,Ertapenem,166,149,89.8
Salt Lake,2025-08,Klebsiella pneumoniae,Nitrofurantoin,166,64,38.6
Salt Lake,2025-08,MRSA,Clindamycin,104,70,67.3
Salt Lake,2025-08,MRSA,Doxycycline,104,92,88.5
Salt Lake,2025-08,MRSA,Linezolid,104,98,94.2
Salt Lake,2025-08,MRSA,TMP-SMX,104,89,85.6
Salt Lake,2025-08,MRSA,Vancomycin,104,92,88.5
Salt Lake,2025-08,Pseudomonas aeruginosa,Cefepime,140,111,79.3
Salt Lake,2025-08,Pseudomonas aeruginosa,Ceftazidime,140,117,83.6
Salt Lake,2025-08,Pseudomonas aeruginosa,Ciprofloxacin,140,102,72.9
Salt Lake,2025-08,Pseudomonas aeruginosa,Meropenem,140,121,86.4
Salt Lake,2025-08,Pseudomonas aeruginosa,Piperacillin-Tazobactam,140,117,83.6
Salt Lake,2025-08,Staphylococcus aureus,Cephalexin,146,134,91.8
Salt Lake,2025-08,Staphylococcus aureus,Clindamycin,146,118,80.8
Salt Lake,2025-08,Staphylococcus aureus,Doxycycline,146,131,89.7
Salt Lake,2025-08,Staphylococcus aureus,Oxacillin,146,139,95.2
Salt Lake,2025-08,Staphylococcus aureus,TMP-SMX,146,130,89.0
Salt Lake,2025-08,Staphylococcus aureus,Vancomycin,146,138,94.5
Salt Lake,2025-08,Streptococcus pneumoniae,Amoxicillin,44,41,93.2
Salt Lake,2025-08,Streptococcus pneumoniae,Azithromycin,44,21,47.7
Salt Lake,2025-08,Streptococcus pneumoniae,Ceftriaxone,44,39,88.6
Salt Lake,2025-08,Streptococcus pneumoniae,Doxycycline,44,33,75.0
Salt Lake,2025-08,Streptococcus pneumoniae,Levofloxacin,44,41,93.2
Salt Lake,2025-08,Streptococcus pneumoniae,Penicillin,44,33,75.0
Salt Lake,2025-09,Enterococcus species,Ampicillin,129,92,71.3
Salt Lake,2025-09,Enterococcus species,Linezolid,129,119,92.2
Salt Lake,2025-09,Enterococcus species,Nitrofurantoin,129,99,76.7
Salt Lake,2025-09,Enterococcus species,Vancomycin,129,107,82.9
Salt Lake,2025-09,Escherichia coli,Amoxicillin-Clavulanate,582,368,63.2
Salt Lake,2025-09,Escherichia coli,Ampicillin,582,236,40.5
Salt Lake,2025-09,Escherichia coli,Ceftriaxone,582,494,84.9
Salt Lake,2025-09,Escherichia coli,Ciprofloxacin,582,354,60.8
Salt Lake,2025-09,Escherichia coli,Fosfomycin,582,533,91.6
Salt Lake,2025-09,Escherichia coli,Nitrofurantoin,582,520,89.3
Salt Lake,2025-09,Escherichia coli,TMP-SMX,582,428,73.5
Salt Lake,2025-09,Haemophilus influenzae,Amoxicillin,34,24,70.6
Salt Lake,2025-09,Haemophilus influenzae,Amoxicillin-Clavulanate,34,29,85.3
Salt Lake,2025-09,Haemophilus influenzae,Azithromycin,34,29,85.3
Salt Lake,2025-09,Haemophilus influenzae,Ceftriaxone,34,34,100.0
Salt Lake,2025-09,Haemophilus influenzae,Doxycycline,34,31,91.2
Salt Lake,2025-09,Klebsiella pneumoniae,Amoxicillin-Clavulanate,168,125,74.4
Salt Lake,2025-09,Klebsiella pneumoniae,Ceftriaxone,168,126,75.0
Salt Lake,2025-09,Klebsiella pneumoniae,Ciprofloxacin,168,130,77.4
Salt Lake,2025-09,Klebsiella pneumoniae,Ertapenem,168,151,89.9
Salt Lake,2025-09,Klebsiella pneumoniae,Nitrofurantoin,168,61,36.3
Salt Lake,2025-09,MRSA,Clindamycin,111,61,55.0
Salt Lake,2025-09,MRSA,Doxycycline,111,96,86.5
Salt Lake,2025-09,MRSA,Linezolid,111,103,92.8
Salt Lake,2025-09,MRSA,TMP-SMX,111,92,82.9
Salt Lake,2025-09,MRSA,Vancomycin,111,103,92.8
Salt Lake,2025-09,Pseudomonas aeruginosa,Cefepime,139,108,77.7
Salt Lake,2025-09,Pseudomonas aeruginosa,Ceftazidime,139,113,81.3
