patient_zip,county,organism,drug,n_tested,n_susceptible,pct_susceptible,window_start,window_end
84601,Utah,MRSA,Vancomycin,14,14,100.0,2026-03-31,2026-04-30
84601,Utah,Pseudomonas aeruginosa,Cefepime,5,1,20.0,2026-03-31,2026-04-30
84601,Utah,Pseudomonas aeruginosa,Ceftazidime,5,5,100.0,2026-03-31,2026-04-30
84601,Utah,Pseudomonas aeruginosa,Ciprofloxacin,5,4,80.0,2026-03-31,2026-04-30
84601,Utah,Pseudomonas aeruginosa,Meropenem,5,5,100.0,2026-03-31,2026-04-30
84601,Utah,Pseudomonas aeruginosa,Piperacillin-Tazobactam,5,4,80.0,2026-03-31,2026-04-30
84601,Utah,Staphylococcus aureus,Cephalexin,9,8,88.9,2026-03-31,2026-04-30
84601,Utah,Staphylococcus aureus,Clindamycin,9,6,66.7,2026-03-31,2026-04-30
84601,Utah,Staphylococcus aureus,Doxycycline,9,7,77.8,2026-03-31,2026-04-30
84601,Utah,Staphylococcus aureus,Oxacillin,9,8,88.9,2026-03-31,2026-04-30
84601,Utah,Staphylococcus aureus,TMP-SMX,9,9,100.0,2026-03-31,2026-04-30
84601,Utah,Staphylococcus aureus,Vancomycin,9,9,100.0,2026-03-31,2026-04-30
84601,Utah,Streptococcus pneumoniae,Amoxicillin,2,1,50.0,2026-03-31,2026-04-30
84601,Utah,Streptococcus pneumoniae,Azithromycin,2,2,100.0,2026-03-31,2026-04-30
84601,Utah,Streptococcus pneumoniae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84601,Utah,Streptococcus pneumoniae,Doxycycline,2,1,50.0,2026-03-31,2026-04-30
84601,Utah,Streptococcus pneumoniae,Levofloxacin,2,2,100.0,2026-03-31,2026-04-30
84601,Utah,Streptococcus pneumoniae,Penicillin,2,2,100.0,2026-03-31,2026-04-30
84604,Utah,Enterococcus species,Ampicillin,6,4,66.7,2026-03-31,2026-04-30
84604,Utah,Enterococcus species,Linezolid,6,6,100.0,2026-03-31,2026-04-30
84604,Utah,Enterococcus species,Nitrofurantoin,6,3,50.0,2026-03-31,2026-04-30
84604,Utah,Enterococcus species,Vancomycin,6,6,100.0,2026-03-31,2026-04-30
84604,Utah,Escherichia coli,Amoxicillin-Clavulanate,32,22,68.8,2026-03-31,2026-04-30
84604,Utah,Escherichia coli,Ampicillin,32,15,46.9,2026-03-31,2026-04-30
84604,Utah,Escherichia coli,Ceftriaxone,32,30,93.8,2026-03-31,2026-04-30
84604,Utah,Escherichia coli,Ciprofloxacin,32,18,56.2,2026-03-31,2026-04-30
84604,Utah,Escherichia coli,Fosfomycin,32,26,81.2,2026-03-31,2026-04-30
84604,Utah,Escherichia coli,Nitrofurantoin,32,31,96.9,2026-03-31,2026-04-30
84604,Utah,Escherichia coli,TMP-SMX,32,23,71.9,2026-03-31,2026-04-30
84604,Utah,Haemophilus influenzae,Amoxicillin,4,2,50.0,2026-03-31,2026-04-30
84604,Utah,Haemophilus influenzae,Amoxicillin-Clavulanate,4,3,75.0,2026-03-31,2026-04-30
84604,Utah,Haemophilus influenzae,Azithromycin,4,3,75.0,2026-03-31,2026-04-30
84604,Utah,Haemophilus influenzae,Ceftriaxone,4,4,100.0,2026-03-31,2026-04-30
84604,Utah,Haemophilus influenzae,Doxycycline,4,3,75.0,2026-03-31,2026-04-30
84604,Utah,Klebsiella pneumoniae,Amoxicillin-Clavulanate,8,6,75.0,2026-03-31,2026-04-30
84604,Utah,Klebsiella pneumoniae,Ceftriaxone,8,5,62.5,2026-03-31,2026-04-30
84604,Utah,Klebsiella pneumoniae,Ciprofloxacin,8,6,75.0,2026-03-31,2026-04-30
84604,Utah,Klebsiella pneumoniae,Ertapenem,8,7,87.5,2026-03-31,2026-04-30
84604,Utah,Klebsiella pneumoniae,Nitrofurantoin,8,1,12.5,2026-03-31,2026-04-30
84604,Utah,MRSA,Clindamycin,7,4,57.1,2026-03-31,2026-04-30
84604,Utah,MRSA,Doxycycline,7,6,85.7,2026-03-31,2026-04-30
84604,Utah,MRSA,Linezolid,7,7,100.0,2026-03-31,2026-04-30
84604,Utah,MRSA,TMP-SMX,7,4,57.1,2026-03-31,2026-04-30
84604,Utah,MRSA,Vancomycin,7,7,100.0,2026-03-31,2026-04-30
84604,Utah,Pseudomonas aeruginosa,Cefepime,11,8,72.7,2026-03-31,2026-04-30
84604,Utah,Pseudomonas aeruginosa,Ceftazidime,11,11,100.0,2026-03-31,2026-04-30
84604,Utah,Pseudomonas aeruginosa,Ciprofloxacin,11,8,72.7,2026-03-31,2026-04-30
84604,Utah,Pseudomonas aeruginosa,Meropenem,11,8,72.7,2026-03-31,2026-04-30
84604,Utah,Pseudomonas aeruginosa,Piperacillin-Tazobactam,11,6,54.5,2026-03-31,2026-04-30
84604,Utah,Staphylococcus aureus,Cephalexin,10,9,90.0,2026-03-31,2026-04-30
84604,Utah,Staphylococcus aureus,Clindamycin,10,9,90.0,2026-03-31,2026-04-30
84604,Utah,Staphylococcus aureus,Doxycycline,10,9,90.0,2026-03-31,2026-04-30
84604,Utah,Staphylococcus aureus,Oxacillin,10,9,90.0,2026-03-31,2026-04-30
84604,Utah,Staphylococcus aureus,TMP-SMX,10,9,90.0,2026-03-31,2026-04-30
84604,Utah,Staphylococcus aureus,Vancomycin,10,9,90.0,2026-03-31,2026-04-30
84604,Utah,Streptococcus pneumoniae,Amoxicillin,3,1,33.3,2026-03-31,2026-04-30
84604,Utah,Streptococcus pneumoniae,Azithromycin,3,1,33.3,2026-03-31,2026-04-30
84604,Utah,Streptococcus pneumoniae,Ceftriaxone,3,2,66.7,2026-03-31,2026-04-30
84604,Utah,Streptococcus pneumoniae,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84604,Utah,Streptococcus pneumoniae,Levofloxacin,3,3,100.0,2026-03-31,2026-04-30
84604,Utah,Streptococcus pneumoniae,Penicillin,3,3,100.0,2026-03-31,2026-04-30
84606,Utah,Enterococcus species,Ampicillin,9,6,66.7,2026-03-31,2026-04-30
84606,Utah,Enterococcus species,Linezolid,9,9,100.0,2026-03-31,2026-04-30
84606,Utah,Enterococcus species,Nitrofurantoin,9,9,100.0,2026-03-31,2026-04-30
84606,Utah,Enterococcus species,Vancomycin,9,8,88.9,2026-03-31,2026-04-30
84606,Utah,Escherichia coli,Amoxicillin-Clavulanate,41,28,68.3,2026-03-31,2026-04-30
84606,Utah,Escherichia coli,Ampicillin,41,17,41.5,2026-03-31,2026-04-30
84606,Utah,Escherichia coli,Ceftriaxone,41,36,87.8,2026-03-31,2026-04-30
84606,Utah,Escherichia coli,Ciprofloxacin,41,26,63.4,2026-03-31,2026-04-30
84606,Utah,Escherichia coli,Fosfomycin,41,37,90.2,2026-03-31,2026-04-30
84606,Utah,Escherichia coli,Nitrofurantoin,41,37,90.2,2026-03-31,2026-04-30
84606,Utah,Escherichia coli,TMP-SMX,41,32,78.0,2026-03-31,2026-04-30
84606,Utah,Haemophilus influenzae,Amoxicillin,3,2,66.7,2026-03-31,2026-04-30
84606,Utah,Haemophilus influenzae,Amoxicillin-Clavulanate,3,3,100.0,2026-03-31,2026-04-30
84606,Utah,Haemophilus influenzae,Azithromycin,3,1,33.3,2026-03-31,2026-04-30
84606,Utah,Haemophilus influenzae,Ceftriaxone,3,2,66.7,2026-03-31,2026-04-30
84606,Utah,Haemophilus influenzae,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84606,Utah,Klebsiella pneumoniae,Amoxicillin-Clavulanate,6,4,66.7,2026-03-31,2026-04-30
84606,Utah,Klebsiella pneumoniae,Ceftriaxone,6,6,100.0,2026-03-31,2026-04-30
84606,Utah,Klebsiella pneumoniae,Ciprofloxacin,6,5,83.3,2026-03-31,2026-04-30
84606,Utah,Klebsiella pneumoniae,Ertapenem,6,6,100.0,2026-03-31,2026-04-30
84606,Utah,Klebsiella pneumoniae,Nitrofurantoin,6,2,33.3,2026-03-31,2026-04-30
84606,Utah,MRSA,Clindamycin,1,1,100.0,2026-03-31,2026-04-30
84606,Utah,MRSA,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84606,Utah,MRSA,Linezolid,1,1,100.0,2026-03-31,2026-04-30
84606,Utah,MRSA,TMP-SMX,1,1,100.0,2026-03-31,2026-04-30
84606,Utah,MRSA,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84606,Utah,Pseudomonas aeruginosa,Cefepime,9,8,88.9,2026-03-31,2026-04-30
84606,Utah,Pseudomonas aeruginosa,Ceftazidime,9,8,88.9,2026-03-31,2026-04-30
84606,Utah,Pseudomonas aeruginosa,Ciprofloxacin,9,7,77.8,2026-03-31,2026-04-30
84606,Utah,Pseudomonas aeruginosa,Meropenem,9,8,88.9,2026-03-31,2026-04-30
84606,Utah,Pseudomonas aeruginosa,Piperacillin-Tazobactam,9,8,88.9,2026-03-31,2026-04-30
84606,Utah,Staphylococcus aureus,Cephalexin,9,9,100.0,2026-03-31,2026-04-30
84606,Utah,Staphylococcus aureus,Clindamycin,9,8,88.9,2026-03-31,2026-04-30
84606,Utah,Staphylococcus aureus,Doxycycline,9,9,100.0,2026-03-31,2026-04-30
84606,Utah,Staphylococcus aureus,Oxacillin,9,9,100.0,2026-03-31,2026-04-30
84606,Utah,Staphylococcus aureus,TMP-SMX,9,9,100.0,2026-03-31,2026-04-30
84606,Utah,Staphylococcus aureus,Vancomycin,9,9,100.0,2026-03-31,2026-04-30
84660,Utah,Enterococcus species,Ampicillin,1,0,0.0,2026-03-31,2026-04-30
84660,Utah,Enterococcus species,Linezolid,1,1,100.0,2026-03-31,2026-04-30
84660,Utah,Enterococcus species,Nitrofurantoin,1,1,100.0,2026-03-31,2026-04-30
84660,Utah,Enterococcus species,Vancomycin,1,0,0.0,2026-03-31,2026-04-30
84660,Utah,Escherichia coli,Amoxicillin-Clavulanate,23,17,73.9,2026-03-31,2026-04-30
84660,Utah,Escherichia coli,Ampicillin,23,8,34.8,2026-03-31,2026-04-30
84660,Utah,Escherichia coli,Ceftriaxone,23,19,82.6,2026-03-31,2026-04-30
84660,Utah,Escherichia coli,Ciprofloxacin,23,16,69.6,2026-03-31,2026-04-30
84660,Utah,Escherichia coli,Fosfomycin,23,22,95.7,2026-03-31,2026-04-30
84660,Utah,Escherichia coli,Nitrofurantoin,23,20,87.0,2026-03-31,2026-04-30
84660,Utah,Escherichia coli,TMP-SMX,23,15,65.2,2026-03-31,2026-04-30
84660,Utah,Haemophilus influenzae,Amoxicillin,3,2,66.7,2026-03-31,2026-04-30
84660,Utah,Haemophilus influenzae,Amoxicillin-Clavulanate,3,3,100.0,2026-03-31,2026-04-30
84660,Utah,Haemophilus influenzae,Azithromycin,3,1,33.3,2026-03-31,2026-04-30
84660,Utah,Haemophilus influenzae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84660,Utah,Haemophilus influenzae,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84660,Utah,Klebsiella pneumoniae,Amoxicillin-Clavulanate,5,5,100.0,2026-03-31,2026-04-30
84660,Utah,Klebsiella pneumoniae,Ceftriaxone,5,2,40.0,2026-03-31,2026-04-30
84660,Utah,Klebsiella pneumoniae,Ciprofloxacin,5,4,80.0,2026-03-31,2026-04-30
84660,Utah,Klebsiella pneumoniae,Ertapenem,5,5,100.0,2026-03-31,2026-04-30
84660,Utah,Klebsiella pneumoniae,Nitrofurantoin,5,2,40.0,2026-03-31,2026-04-30
84660,Utah,MRSA,Clindamycin,3,2,66.7,2026-03-31,2026-04-30
84660,Utah,MRSA,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84660,Utah,MRSA,Linezolid,3,3,100.0,2026-03-31,2026-04-30
84660,Utah,MRSA,TMP-SMX,3,3,100.0,2026-03-31,2026-04-30
84660,Utah,MRSA,Vancomycin,3,3,100.0,2026-03-31,2026-04-30
84660,Utah,Pseudomonas aeruginosa,Cefepime,8,6,75.0,2026-03-31,2026-04-30
84660,Utah,Pseudomonas aeruginosa,Ceftazidime,8,8,100.0,2026-03-31,2026-04-30
84660,Utah,Pseudomonas aeruginosa,Ciprofloxacin,8,8,100.0,2026-03-31,2026-04-30
84660,Utah,Pseudomonas aeruginosa,Meropenem,8,8,100.0,2026-03-31,2026-04-30
84660,Utah,Pseudomonas aeruginosa,Piperacillin-Tazobactam,8,8,100.0,2026-03-31,2026-04-30
84660,Utah,Staphylococcus aureus,Cephalexin,10,9,90.0,2026-03-31,2026-04-30
84660,Utah,Staphylococcus aureus,Clindamycin,10,7,70.0,2026-03-31,2026-04-30
84660,Utah,Staphylococcus aureus,Doxycycline,10,10,100.0,2026-03-31,2026-04-30
84660,Utah,Staphylococcus aureus,Oxacillin,10,8,80.0,2026-03-31,2026-04-30
84660,Utah,Staphylococcus aureus,TMP-SMX,10,9,90.0,2026-03-31,2026-04-30
84660,Utah,Staphylococcus aureus,Vancomycin,10,10,100.0,2026-03-31,2026-04-30
84660,Utah,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84660,Utah,Streptococcus pneumoniae,Azithromycin,2,2,100.0,2026-03-31,2026-04-30
84660,Utah,Streptococcus pneumoniae,Ceftriaxone,2,1,50.0,2026-03-31,2026-04-30
84660,Utah,Streptococcus pneumoniae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84660,Utah,Streptococcus pneumoniae,Levofloxacin,2,2,100.0,2026-03-31,2026-04-30
84660,Utah,Streptococcus pneumoniae,Penicillin,2,1,50.0,2026-03-31,2026-04-30
84737,Washington,Enterococcus species,Ampicillin,6,5,83.3,2026-03-31,2026-04-30
84737,Washington,Enterococcus species,Linezolid,6,6,100.0,2026-03-31,2026-04-30
84737,Washington,Enterococcus species,Nitrofurantoin,6,5,83.3,2026-03-31,2026-04-30
84737,Washington,Enterococcus species,Vancomycin,6,4,66.7,2026-03-31,2026-04-30
84737,Washington,Escherichia coli,Amoxicillin-Clavulanate,10,8,80.0,2026-03-31,2026-04-30
84737,Washington,Escherichia coli,Ampicillin,10,5,50.0,2026-03-31,2026-04-30
84737,Washington,Escherichia coli,Ceftriaxone,10,8,80.0,2026-03-31,2026-04-30
84737,Washington,Escherichia coli,Ciprofloxacin,10,7,70.0,2026-03-31,2026-04-30
84737,Washington,Escherichia coli,Fosfomycin,10,10,100.0,2026-03-31,2026-04-30
84737,Washington,Escherichia coli,Nitrofurantoin,10,10,100.0,2026-03-31,2026-04-30
84737,Washington,Escherichia coli,TMP-SMX,10,8,80.0,2026-03-31,2026-04-30
84737,Washington,Haemophilus influenzae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84737,Washington,Haemophilus influenzae,Amoxicillin-Clavulanate,2,2,100.0,2026-03-31,2026-04-30
84737,Washington,Haemophilus influenzae,Azithromycin,2,1,50.0,2026-03-31,2026-04-30
84737,Washington,Haemophilus influenzae,Ceftriaxone,2,1,50.0,2026-03-31,2026-04-30
84737,Washington,Haemophilus influenzae,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84737,Washington,Klebsiella pneumoniae,Amoxicillin-Clavulanate,3,2,66.7,2026-03-31,2026-04-30
84737,Washington,Klebsiella pneumoniae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Klebsiella pneumoniae,Ciprofloxacin,3,1,33.3,2026-03-31,2026-04-30
84737,Washington,Klebsiella pneumoniae,Ertapenem,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Klebsiella pneumoniae,Nitrofurantoin,3,1,33.3,2026-03-31,2026-04-30
84737,Washington,MRSA,Clindamycin,3,2,66.7,2026-03-31,2026-04-30
84737,Washington,MRSA,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,MRSA,Linezolid,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,MRSA,TMP-SMX,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,MRSA,Vancomycin,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Pseudomonas aeruginosa,Cefepime,5,4,80.0,2026-03-31,2026-04-30
84737,Washington,Pseudomonas aeruginosa,Ceftazidime,5,3,60.0,2026-03-31,2026-04-30
84737,Washington,Pseudomonas aeruginosa,Ciprofloxacin,5,5,100.0,2026-03-31,2026-04-30
84737,Washington,Pseudomonas aeruginosa,Meropenem,5,5,100.0,2026-03-31,2026-04-30
84737,Washington,Pseudomonas aeruginosa,Piperacillin-Tazobactam,5,3,60.0,2026-03-31,2026-04-30
84737,Washington,Staphylococcus aureus,Cephalexin,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Staphylococcus aureus,Clindamycin,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Staphylococcus aureus,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Staphylococcus aureus,Oxacillin,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Staphylococcus aureus,TMP-SMX,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Staphylococcus aureus,Vancomycin,3,3,100.0,2026-03-31,2026-04-30
84737,Washington,Streptococcus pneumoniae,Amoxicillin,2,2,100.0,2026-03-31,2026-04-30
84737,Washington,Streptococcus pneumoniae,Azithromycin,2,2,100.0,2026-03-31,2026-04-30
84737,Washington,Streptococcus pneumoniae,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84737,Washington,Streptococcus pneumoniae,Doxycycline,2,1,50.0,2026-03-31,2026-04-30
84737,Washington,Streptococcus pneumoniae,Levofloxacin,2,1,50.0,2026-03-31,2026-04-30
84737,Washington,Streptococcus pneumoniae,Penicillin,2,2,100.0,2026-03-31,2026-04-30
84738,Washington,Enterococcus species,Ampicillin,1,0,0.0,2026-03-31,2026-04-30
84738,Washington,Enterococcus species,Linezolid,1,1,100.0,2026-03-31,2026-04-30
84738,Washington,Enterococcus species,Nitrofurantoin,1,1,100.0,2026-03-31,2026-04-30
84738,Washington,Enterococcus species,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84738,Washington,Escherichia coli,Amoxicillin-Clavulanate,9,5,55.6,2026-03-31,2026-04-30
84738,Washington,Escherichia coli,Ampicillin,9,2,22.2,2026-03-31,2026-04-30
84738,Washington,Escherichia coli,Ceftriaxone,9,8,88.9,2026-03-31,2026-04-30
84738,Washington,Escherichia coli,Ciprofloxacin,9,7,77.8,2026-03-31,2026-04-30
84738,Washington,Escherichia coli,Fosfomycin,9,9,100.0,2026-03-31,2026-04-30
84738,Washington,Escherichia coli,Nitrofurantoin,9,9,100.0,2026-03-31,2026-04-30
84738,Washington,Escherichia coli,TMP-SMX,9,6,66.7,2026-03-31,2026-04-30
84738,Washington,Haemophilus influenzae,Amoxicillin,3,2,66.7,2026-03-31,2026-04-30
84738,Washington,Haemophilus influenzae,Amoxicillin-Clavulanate,3,2,66.7,2026-03-31,2026-04-30
84738,Washington,Haemophilus influenzae,Azithromycin,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Haemophilus influenzae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Haemophilus influenzae,Doxycycline,3,2,66.7,2026-03-31,2026-04-30
84738,Washington,Klebsiella pneumoniae,Amoxicillin-Clavulanate,3,2,66.7,2026-03-31,2026-04-30
84738,Washington,Klebsiella pneumoniae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Klebsiella pneumoniae,Ciprofloxacin,3,0,0.0,2026-03-31,2026-04-30
84738,Washington,Klebsiella pneumoniae,Ertapenem,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Klebsiella pneumoniae,Nitrofurantoin,3,2,66.7,2026-03-31,2026-04-30
84738,Washington,MRSA,Clindamycin,2,2,100.0,2026-03-31,2026-04-30
84738,Washington,MRSA,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84738,Washington,MRSA,Linezolid,2,2,100.0,2026-03-31,2026-04-30
84738,Washington,MRSA,TMP-SMX,2,2,100.0,2026-03-31,2026-04-30
84738,Washington,MRSA,Vancomycin,2,2,100.0,2026-03-31,2026-04-30
84738,Washington,Pseudomonas aeruginosa,Cefepime,7,6,85.7,2026-03-31,2026-04-30
84738,Washington,Pseudomonas aeruginosa,Ceftazidime,7,7,100.0,2026-03-31,2026-04-30
84738,Washington,Pseudomonas aeruginosa,Ciprofloxacin,7,5,71.4,2026-03-31,2026-04-30
84738,Washington,Pseudomonas aeruginosa,Meropenem,7,6,85.7,2026-03-31,2026-04-30
84738,Washington,Pseudomonas aeruginosa,Piperacillin-Tazobactam,7,6,85.7,2026-03-31,2026-04-30
84738,Washington,Staphylococcus aureus,Cephalexin,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Staphylococcus aureus,Clindamycin,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Staphylococcus aureus,Doxycycline,3,2,66.7,2026-03-31,2026-04-30
84738,Washington,Staphylococcus aureus,Oxacillin,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Staphylococcus aureus,TMP-SMX,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Staphylococcus aureus,Vancomycin,3,3,100.0,2026-03-31,2026-04-30
84738,Washington,Streptococcus pneumoniae,Amoxicillin,4,4,100.0,2026-03-31,2026-04-30
84738,Washington,Streptococcus pneumoniae,Azithromycin,4,3,75.0,2026-03-31,2026-04-30
84738,Washington,Streptococcus pneumoniae,Ceftriaxone,4,4,100.0,2026-03-31,2026-04-30
84738,Washington,Streptococcus pneumoniae,Doxycycline,4,4,100.0,2026-03-31,2026-04-30
84738,Washington,Streptococcus pneumoniae,Levofloxacin,4,3,75.0,2026-03-31,2026-04-30
84738,Washington,Streptococcus pneumoniae,Penicillin,4,0,0.0,2026-03-31,2026-04-30
84765,Washington,Enterococcus species,Ampicillin,1,0,0.0,2026-03-31,2026-04-30
84765,Washington,Enterococcus species,Linezolid,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Enterococcus species,Nitrofurantoin,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Enterococcus species,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Escherichia coli,Amoxicillin-Clavulanate,4,1,25.0,2026-03-31,2026-04-30
84765,Washington,Escherichia coli,Ampicillin,4,4,100.0,2026-03-31,2026-04-30
84765,Washington,Escherichia coli,Ceftriaxone,4,4,100.0,2026-03-31,2026-04-30
84765,Washington,Escherichia coli,Ciprofloxacin,4,3,75.0,2026-03-31,2026-04-30
84765,Washington,Escherichia coli,Fosfomycin,4,4,100.0,2026-03-31,2026-04-30
84765,Washington,Escherichia coli,Nitrofurantoin,4,4,100.0,2026-03-31,2026-04-30
84765,Washington,Escherichia coli,TMP-SMX,4,2,50.0,2026-03-31,2026-04-30
84765,Washington,Klebsiella pneumoniae,Amoxicillin-Clavulanate,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Klebsiella pneumoniae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Klebsiella pneumoniae,Ciprofloxacin,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Klebsiella pneumoniae,Ertapenem,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Klebsiella pneumoniae,Nitrofurantoin,1,0,0.0,2026-03-31,2026-04-30
84765,Washington,Pseudomonas aeruginosa,Cefepime,2,2,100.0,2026-03-31,2026-04-30
84765,Washington,Pseudomonas aeruginosa,Ceftazidime,2,2,100.0,2026-03-31,2026-04-30
84765,Washington,Pseudomonas aeruginosa,Ciprofloxacin,2,2,100.0,2026-03-31,2026-04-30
84765,Washington,Pseudomonas aeruginosa,Meropenem,2,1,50.0,2026-03-31,2026-04-30
84765,Washington,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2,2,100.0,2026-03-31,2026-04-30
84765,Washington,Staphylococcus aureus,Cephalexin,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Staphylococcus aureus,Clindamycin,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Staphylococcus aureus,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Staphylococcus aureus,Oxacillin,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Staphylococcus aureus,TMP-SMX,1,1,100.0,2026-03-31,2026-04-30
84765,Washington,Staphylococcus aureus,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84770,Washington,Enterococcus species,Ampicillin,14,10,71.4,2026-03-31,2026-04-30
84770,Washington,Enterococcus species,Linezolid,14,13,92.9,2026-03-31,2026-04-30
84770,Washington,Enterococcus species,Nitrofurantoin,14,13,92.9,2026-03-31,2026-04-30
84770,Washington,Enterococcus species,Vancomycin,14,12,85.7,2026-03-31,2026-04-30
84770,Washington,Escherichia coli,Amoxicillin-Clavulanate,35,22,62.9,2026-03-31,2026-04-30
84770,Washington,Escherichia coli,Ampicillin,35,23,65.7,2026-03-31,2026-04-30
84770,Washington,Escherichia coli,Ceftriaxone,35,32,91.4,2026-03-31,2026-04-30
84770,Washington,Escherichia coli,Ciprofloxacin,35,15,42.9,2026-03-31,2026-04-30
84770,Washington,Escherichia coli,Fosfomycin,35,32,91.4,2026-03-31,2026-04-30
84770,Washington,Escherichia coli,Nitrofurantoin,35,33,94.3,2026-03-31,2026-04-30
84770,Washington,Escherichia coli,TMP-SMX,35,23,65.7,2026-03-31,2026-04-30
84770,Washington,Haemophilus influenzae,Amoxicillin,1,0,0.0,2026-03-31,2026-04-30
84770,Washington,Haemophilus influenzae,Amoxicillin-Clavulanate,1,1,100.0,2026-03-31,2026-04-30
84770,Washington,Haemophilus influenzae,Azithromycin,1,1,100.0,2026-03-31,2026-04-30
84770,Washington,Haemophilus influenzae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84770,Washington,Haemophilus influenzae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84770,Washington,Klebsiella pneumoniae,Amoxicillin-Clavulanate,4,1,25.0,2026-03-31,2026-04-30
84770,Washington,Klebsiella pneumoniae,Ceftriaxone,4,3,75.0,2026-03-31,2026-04-30
84770,Washington,Klebsiella pneumoniae,Ciprofloxacin,4,4,100.0,2026-03-31,2026-04-30
84770,Washington,Klebsiella pneumoniae,Ertapenem,4,4,100.0,2026-03-31,2026-04-30
84770,Washington,Klebsiella pneumoniae,Nitrofurantoin,4,3,75.0,2026-03-31,2026-04-30
84770,Washington,MRSA,Clindamycin,6,4,66.7,2026-03-31,2026-04-30
84770,Washington,MRSA,Doxycycline,6,6,100.0,2026-03-31,2026-04-30
84770,Washington,MRSA,Linezolid,6,5,83.3,2026-03-31,2026-04-30
84770,Washington,MRSA,TMP-SMX,6,4,66.7,2026-03-31,2026-04-30
84770,Washington,MRSA,Vancomycin,6,6,100.0,2026-03-31,2026-04-30
84770,Washington,Pseudomonas aeruginosa,Cefepime,6,6,100.0,2026-03-31,2026-04-30
84770,Washington,Pseudomonas aeruginosa,Ceftazidime,6,3,50.0,2026-03-31,2026-04-30
84770,Washington,Pseudomonas aeruginosa,Ciprofloxacin,6,4,66.7,2026-03-31,2026-04-30
84770,Washington,Pseudomonas aeruginosa,Meropenem,6,6,100.0,2026-03-31,2026-04-30
84770,Washington,Pseudomonas aeruginosa,Piperacillin-Tazobactam,6,6,100.0,2026-03-31,2026-04-30
84770,Washington,Staphylococcus aureus,Cephalexin,14,14,100.0,2026-03-31,2026-04-30
84770,Washington,Staphylococcus aureus,Clindamycin,14,12,85.7,2026-03-31,2026-04-30
84770,Washington,Staphylococcus aureus,Doxycycline,14,13,92.9,2026-03-31,2026-04-30
84770,Washington,Staphylococcus aureus,Oxacillin,14,14,100.0,2026-03-31,2026-04-30
84770,Washington,Staphylococcus aureus,TMP-SMX,14,14,100.0,2026-03-31,2026-04-30
84770,Washington,Staphylococcus aureus,Vancomycin,14,14,100.0,2026-03-31,2026-04-30
